Date and Time,Year,is_rainy_day,Date,Count,Day of Week,Time-1,total_votes,mean_vote,reviews_from_users,reviews_from_critics,weighted_average_vote,num_of_movies_released,Year-1,max_temp/F,min_temp/F,avg_temp/F,dep_temp/F,hdd_temp/F,wtr/precipitation,avg_spd_wind,mx_spd_wind,dir_wind,ss_sky,wx_sky,spd_pk_spd,dr_pk_spd,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
31/10/2009 01:17:00,2009,YES,31/10/2009,52,Saturday,6:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,1:17 AM,64 F,63 F,94 %,WSW,14 mph,24 mph,28.75 in,0.1 in,Cloudy
31/10/2009 01:17:00,2009,YES,31/10/2009,0,Saturday,6:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,1:17 AM,64 F,63 F,94 %,WSW,14 mph,24 mph,28.75 in,0.1 in,Cloudy
31/10/2009 01:22:00,2009,YES,31/10/2009,20,Saturday,8:15pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,1:22 AM,64 F,61 F,90 %,SW,16 mph,25 mph,28.72 in,0.1 in,Cloudy
31/10/2009 01:22:00,2009,YES,31/10/2009,143,Saturday,8:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,1:22 AM,64 F,61 F,90 %,SW,16 mph,25 mph,28.72 in,0.1 in,Cloudy
31/10/2009 01:22:00,2009,YES,31/10/2009,150,Saturday,7:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,1:22 AM,64 F,61 F,90 %,SW,16 mph,25 mph,28.72 in,0.1 in,Cloudy
31/10/2009 01:22:00,2009,YES,31/10/2009,177,Saturday,7:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,1:22 AM,64 F,61 F,90 %,SW,16 mph,25 mph,28.72 in,0.1 in,Cloudy
31/10/2009 01:22:00,2009,YES,31/10/2009,52,Saturday,6:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,1:22 AM,64 F,61 F,90 %,SW,16 mph,25 mph,28.72 in,0.1 in,Cloudy
31/10/2009 01:22:00,2009,YES,31/10/2009,0,Saturday,6:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,1:22 AM,64 F,61 F,90 %,SW,16 mph,25 mph,28.72 in,0.1 in,Cloudy
31/10/2009 01:41:00,2009,YES,31/10/2009,20,Saturday,8:15pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,1:41 AM,63 F,61 F,94 %,SW,14 mph,29 mph,28.75 in,0.1 in,Cloudy
31/10/2009 01:41:00,2009,YES,31/10/2009,143,Saturday,8:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,1:41 AM,63 F,61 F,94 %,SW,14 mph,29 mph,28.75 in,0.1 in,Cloudy
31/10/2009 01:41:00,2009,YES,31/10/2009,150,Saturday,7:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,1:41 AM,63 F,61 F,94 %,SW,14 mph,29 mph,28.75 in,0.1 in,Cloudy
31/10/2009 01:41:00,2009,YES,31/10/2009,177,Saturday,7:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,1:41 AM,63 F,61 F,94 %,SW,14 mph,29 mph,28.75 in,0.1 in,Cloudy
31/10/2009 01:41:00,2009,YES,31/10/2009,52,Saturday,6:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,1:41 AM,63 F,61 F,94 %,SW,14 mph,29 mph,28.75 in,0.1 in,Cloudy
31/10/2009 01:41:00,2009,YES,31/10/2009,0,Saturday,6:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,1:41 AM,63 F,61 F,94 %,SW,14 mph,29 mph,28.75 in,0.1 in,Cloudy
31/10/2009 02:19:00,2009,YES,31/10/2009,20,Saturday,8:15pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,2:19 AM,61 F,59 F,94 %,WSW,7 mph,0 mph,28.74 in,0.1 in,Cloudy
31/10/2009 02:19:00,2009,YES,31/10/2009,143,Saturday,8:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,2:19 AM,61 F,59 F,94 %,WSW,7 mph,0 mph,28.74 in,0.1 in,Cloudy
31/10/2009 02:19:00,2009,YES,31/10/2009,150,Saturday,7:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,2:19 AM,61 F,59 F,94 %,WSW,7 mph,0 mph,28.74 in,0.1 in,Cloudy
31/10/2009 02:19:00,2009,YES,31/10/2009,177,Saturday,7:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,2:19 AM,61 F,59 F,94 %,WSW,7 mph,0 mph,28.74 in,0.1 in,Cloudy
31/10/2009 02:19:00,2009,YES,31/10/2009,52,Saturday,6:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,2:19 AM,61 F,59 F,94 %,WSW,7 mph,0 mph,28.74 in,0.1 in,Cloudy
31/10/2009 02:19:00,2009,YES,31/10/2009,0,Saturday,6:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,2:19 AM,61 F,59 F,94 %,WSW,7 mph,0 mph,28.74 in,0.1 in,Cloudy
31/10/2009 02:22:00,2009,YES,31/10/2009,20,Saturday,8:15pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,2:22 AM,61 F,59 F,93 %,WSW,10 mph,0 mph,28.72 in,0.1 in,Cloudy
31/10/2009 02:22:00,2009,YES,31/10/2009,143,Saturday,8:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,2:22 AM,61 F,59 F,93 %,WSW,10 mph,0 mph,28.72 in,0.1 in,Cloudy
31/10/2009 02:22:00,2009,YES,31/10/2009,150,Saturday,7:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,2:22 AM,61 F,59 F,93 %,WSW,10 mph,0 mph,28.72 in,0.1 in,Cloudy
31/10/2009 02:22:00,2009,YES,31/10/2009,177,Saturday,7:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,2:22 AM,61 F,59 F,93 %,WSW,10 mph,0 mph,28.72 in,0.1 in,Cloudy
31/10/2009 02:22:00,2009,YES,31/10/2009,52,Saturday,6:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,2:22 AM,61 F,59 F,93 %,WSW,10 mph,0 mph,28.72 in,0.1 in,Cloudy
31/10/2009 02:22:00,2009,YES,31/10/2009,0,Saturday,6:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,2:22 AM,61 F,59 F,93 %,WSW,10 mph,0 mph,28.72 in,0.1 in,Cloudy
31/10/2009 02:40:00,2009,YES,31/10/2009,20,Saturday,8:15pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,2:40 AM,54 F,52 F,94 %,W,32 mph,40 mph,28.77 in,0.0 in,Cloudy / Windy
31/10/2009 02:40:00,2009,YES,31/10/2009,143,Saturday,8:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,2:40 AM,54 F,52 F,94 %,W,32 mph,40 mph,28.77 in,0.0 in,Cloudy / Windy
31/10/2009 02:40:00,2009,YES,31/10/2009,150,Saturday,7:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,2:40 AM,54 F,52 F,94 %,W,32 mph,40 mph,28.77 in,0.0 in,Cloudy / Windy
31/10/2009 02:40:00,2009,YES,31/10/2009,177,Saturday,7:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,2:40 AM,54 F,52 F,94 %,W,32 mph,40 mph,28.77 in,0.0 in,Cloudy / Windy
31/10/2009 02:40:00,2009,YES,31/10/2009,52,Saturday,6:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,2:40 AM,54 F,52 F,94 %,W,32 mph,40 mph,28.77 in,0.0 in,Cloudy / Windy
31/10/2009 02:40:00,2009,YES,31/10/2009,0,Saturday,6:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,2:40 AM,54 F,52 F,94 %,W,32 mph,40 mph,28.77 in,0.0 in,Cloudy / Windy
31/10/2009 03:03:00,2009,YES,31/10/2009,20,Saturday,8:15pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,3:03 AM,50 F,48 F,94 %,W,17 mph,24 mph,28.77 in,0.1 in,Cloudy
31/10/2009 03:03:00,2009,YES,31/10/2009,143,Saturday,8:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,3:03 AM,50 F,48 F,94 %,W,17 mph,24 mph,28.77 in,0.1 in,Cloudy
31/10/2009 03:03:00,2009,YES,31/10/2009,150,Saturday,7:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,3:03 AM,50 F,48 F,94 %,W,17 mph,24 mph,28.77 in,0.1 in,Cloudy
31/10/2009 03:03:00,2009,YES,31/10/2009,177,Saturday,7:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,3:03 AM,50 F,48 F,94 %,W,17 mph,24 mph,28.77 in,0.1 in,Cloudy
31/10/2009 03:03:00,2009,YES,31/10/2009,52,Saturday,6:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,3:03 AM,50 F,48 F,94 %,W,17 mph,24 mph,28.77 in,0.1 in,Cloudy
31/10/2009 03:03:00,2009,YES,31/10/2009,0,Saturday,6:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,3:03 AM,50 F,48 F,94 %,W,17 mph,24 mph,28.77 in,0.1 in,Cloudy
31/10/2009 03:22:00,2009,YES,31/10/2009,20,Saturday,8:15pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,3:22 AM,50 F,47 F,89 %,W,15 mph,23 mph,28.77 in,0.1 in,Cloudy
31/10/2009 03:22:00,2009,YES,31/10/2009,143,Saturday,8:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,3:22 AM,50 F,47 F,89 %,W,15 mph,23 mph,28.77 in,0.1 in,Cloudy
31/10/2009 03:22:00,2009,YES,31/10/2009,150,Saturday,7:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,3:22 AM,50 F,47 F,89 %,W,15 mph,23 mph,28.77 in,0.1 in,Cloudy
31/10/2009 03:22:00,2009,YES,31/10/2009,177,Saturday,7:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,3:22 AM,50 F,47 F,89 %,W,15 mph,23 mph,28.77 in,0.1 in,Cloudy
31/10/2009 03:22:00,2009,YES,31/10/2009,52,Saturday,6:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,3:22 AM,50 F,47 F,89 %,W,15 mph,23 mph,28.77 in,0.1 in,Cloudy
31/10/2009 03:22:00,2009,YES,31/10/2009,0,Saturday,6:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,3:22 AM,50 F,47 F,89 %,W,15 mph,23 mph,28.77 in,0.1 in,Cloudy
31/10/2009 04:22:00,2009,YES,31/10/2009,20,Saturday,8:15pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,4:22 AM,48 F,46 F,93 %,WSW,9 mph,17 mph,28.78 in,0.1 in,Cloudy
31/10/2009 04:22:00,2009,YES,31/10/2009,143,Saturday,8:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,4:22 AM,48 F,46 F,93 %,WSW,9 mph,17 mph,28.78 in,0.1 in,Cloudy
31/10/2009 04:22:00,2009,YES,31/10/2009,150,Saturday,7:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,4:22 AM,48 F,46 F,93 %,WSW,9 mph,17 mph,28.78 in,0.1 in,Cloudy
31/10/2009 04:22:00,2009,YES,31/10/2009,177,Saturday,7:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,4:22 AM,48 F,46 F,93 %,WSW,9 mph,17 mph,28.78 in,0.1 in,Cloudy
31/10/2009 04:22:00,2009,YES,31/10/2009,52,Saturday,6:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,4:22 AM,48 F,46 F,93 %,WSW,9 mph,17 mph,28.78 in,0.1 in,Cloudy
31/10/2009 04:22:00,2009,YES,31/10/2009,0,Saturday,6:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,4:22 AM,48 F,46 F,93 %,WSW,9 mph,17 mph,28.78 in,0.1 in,Cloudy
31/10/2009 05:22:00,2009,YES,31/10/2009,20,Saturday,8:15pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,5:22 AM,48 F,46 F,93 %,SSW,9 mph,18 mph,28.79 in,0.1 in,Cloudy
31/10/2009 05:22:00,2009,YES,31/10/2009,143,Saturday,8:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,5:22 AM,48 F,46 F,93 %,SSW,9 mph,18 mph,28.79 in,0.1 in,Cloudy
31/10/2009 05:22:00,2009,YES,31/10/2009,150,Saturday,7:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,5:22 AM,48 F,46 F,93 %,SSW,9 mph,18 mph,28.79 in,0.1 in,Cloudy
31/10/2009 05:22:00,2009,YES,31/10/2009,177,Saturday,7:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,5:22 AM,48 F,46 F,93 %,SSW,9 mph,18 mph,28.79 in,0.1 in,Cloudy
31/10/2009 05:22:00,2009,YES,31/10/2009,52,Saturday,6:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,5:22 AM,48 F,46 F,93 %,SSW,9 mph,18 mph,28.79 in,0.1 in,Cloudy
31/10/2009 05:22:00,2009,YES,31/10/2009,0,Saturday,6:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,5:22 AM,48 F,46 F,93 %,SSW,9 mph,18 mph,28.79 in,0.1 in,Cloudy
31/10/2009 06:12:00,2009,YES,31/10/2009,20,Saturday,8:15pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,6:12 AM,48 F,46 F,93 %,SSW,13 mph,17 mph,28.84 in,0.0 in,Cloudy
31/10/2009 06:12:00,2009,YES,31/10/2009,143,Saturday,8:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,6:12 AM,48 F,46 F,93 %,SSW,13 mph,17 mph,28.84 in,0.0 in,Cloudy
31/10/2009 06:12:00,2009,YES,31/10/2009,150,Saturday,7:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,6:12 AM,48 F,46 F,93 %,SSW,13 mph,17 mph,28.84 in,0.0 in,Cloudy
31/10/2009 06:12:00,2009,YES,31/10/2009,177,Saturday,7:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,6:12 AM,48 F,46 F,93 %,SSW,13 mph,17 mph,28.84 in,0.0 in,Cloudy
31/10/2009 06:12:00,2009,YES,31/10/2009,52,Saturday,6:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,6:12 AM,48 F,46 F,93 %,SSW,13 mph,17 mph,28.84 in,0.0 in,Cloudy
31/10/2009 06:12:00,2009,YES,31/10/2009,0,Saturday,6:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,6:12 AM,48 F,46 F,93 %,SSW,13 mph,17 mph,28.84 in,0.0 in,Cloudy
31/10/2009 07:22:00,2009,YES,31/10/2009,20,Saturday,8:15pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,7:22 AM,49 F,47 F,93 %,SW,14 mph,22 mph,28.84 in,0.0 in,Cloudy
31/10/2009 07:22:00,2009,YES,31/10/2009,143,Saturday,8:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,7:22 AM,49 F,47 F,93 %,SW,14 mph,22 mph,28.84 in,0.0 in,Cloudy
31/10/2009 07:22:00,2009,YES,31/10/2009,150,Saturday,7:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,7:22 AM,49 F,47 F,93 %,SW,14 mph,22 mph,28.84 in,0.0 in,Cloudy
31/10/2009 07:22:00,2009,YES,31/10/2009,177,Saturday,7:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,7:22 AM,49 F,47 F,93 %,SW,14 mph,22 mph,28.84 in,0.0 in,Cloudy
31/10/2009 07:22:00,2009,YES,31/10/2009,52,Saturday,6:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,7:22 AM,49 F,47 F,93 %,SW,14 mph,22 mph,28.84 in,0.0 in,Cloudy
31/10/2009 07:22:00,2009,YES,31/10/2009,0,Saturday,6:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,7:22 AM,49 F,47 F,93 %,SW,14 mph,22 mph,28.84 in,0.0 in,Cloudy
31/10/2009 08:01:00,2009,YES,31/10/2009,20,Saturday,8:15pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,8:01 AM,48 F,46 F,93 %,SW,9 mph,18 mph,28.87 in,0.0 in,Cloudy
31/10/2009 08:01:00,2009,YES,31/10/2009,143,Saturday,8:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,8:01 AM,48 F,46 F,93 %,SW,9 mph,18 mph,28.87 in,0.0 in,Cloudy
31/10/2009 08:01:00,2009,YES,31/10/2009,150,Saturday,7:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,8:01 AM,48 F,46 F,93 %,SW,9 mph,18 mph,28.87 in,0.0 in,Cloudy
31/10/2009 08:01:00,2009,YES,31/10/2009,177,Saturday,7:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,8:01 AM,48 F,46 F,93 %,SW,9 mph,18 mph,28.87 in,0.0 in,Cloudy
31/10/2009 08:01:00,2009,YES,31/10/2009,52,Saturday,6:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,8:01 AM,48 F,46 F,93 %,SW,9 mph,18 mph,28.87 in,0.0 in,Cloudy
31/10/2009 08:01:00,2009,YES,31/10/2009,0,Saturday,6:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,8:01 AM,48 F,46 F,93 %,SW,9 mph,18 mph,28.87 in,0.0 in,Cloudy
31/10/2009 08:22:00,2009,YES,31/10/2009,20,Saturday,8:15pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,8:22 AM,50 F,47 F,89 %,SW,7 mph,0 mph,28.86 in,0.0 in,Cloudy
31/10/2009 08:22:00,2009,YES,31/10/2009,143,Saturday,8:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,8:22 AM,50 F,47 F,89 %,SW,7 mph,0 mph,28.86 in,0.0 in,Cloudy
31/10/2009 08:22:00,2009,YES,31/10/2009,150,Saturday,7:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,8:22 AM,50 F,47 F,89 %,SW,7 mph,0 mph,28.86 in,0.0 in,Cloudy
31/10/2009 08:22:00,2009,YES,31/10/2009,177,Saturday,7:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,8:22 AM,50 F,47 F,89 %,SW,7 mph,0 mph,28.86 in,0.0 in,Cloudy
31/10/2009 08:22:00,2009,YES,31/10/2009,52,Saturday,6:30pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,8:22 AM,50 F,47 F,89 %,SW,7 mph,0 mph,28.86 in,0.0 in,Cloudy
31/10/2009 08:22:00,2009,YES,31/10/2009,0,Saturday,6:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,8:22 AM,50 F,47 F,89 %,SW,7 mph,0 mph,28.86 in,0.0 in,Cloudy
31/10/2009 09:01:00,2009,YES,31/10/2009,20,Saturday,8:15pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,9:01 AM,50 F,46 F,87 %,SW,9 mph,18 mph,28.89 in,0.0 in,Cloudy
31/10/2009 09:01:00,2009,YES,31/10/2009,143,Saturday,8:00pm,2707818,4.967880795,14331,12933,4.516225166,302,2009,63,38,51,1,14,0.42,8.1,33,280,8,1,40,290,9:01 AM,50 F,46 F,87 %,SW,9 mph,18 mph,28.89 in,0.0 in,Cloudy
